isco3d,tasks_social_outward,tasks_social_inward,tasks_social,tasks_analytical,tasks_routine,tasks_manual,tasks_social_care,tasks_social_mngmt,ess_social,ess_social_outward,ess_social_inward,ess_analytical,ess_routine,ess_manual,ess_social_care,ess_social_mngmt,opt_social,opt_social_outward,opt_social_inward,opt_analytical,opt_routine,opt_manual,opt_social_care,opt_social_mngmt,weight_LFS,onet_nrca,onet_nrcp,onet_rcog,onet_rman,onet_nrma,onet_abstract,onet_routine,onet_manual
134,1.474441634314589,3.118668013236916,2.068828202629128,.8388414834322397,-1.128079091951501,-.8475362567731344,.7260902071468976,2.485282039614067,1.670898976964993,1.179783735402933,2.820732348830882,1.78748050523863,-.8840733966613354,-.838172208615981,.4400779671032227,1.938900438875958,2.06539443830691,1.573021403784221,2.369580679410619,-.3355172875544272,-1.220424969802725,-.779898794852513,1.128949819515015,2.284949181922781,1652.192379522952,1.0663373,2.104224,.34465021,-.8634811,-1.0016801,1.7207036,-.30615905,-1.0016801
141,.2864824047743399,.1983742177118905,.2933177037175527,1.343932761151927,-.8387876762815131,-.6032644816001206,.3481230413518352,1.766097098429847,.7256400361248073,.5418331148194874,1.119253398669755,1.07085123429832,-1.029965515481527,-.5784637909281456,-.0671479698253659,3.024779284574546,-.6940758696301658,-.3651801975742671,-1.159141453341082,1.329910062461648,-.3874737153022775,-.5731188956505482,1.170491355106197,-.784558727709082,1221.851748101297,-.29305711,.89140946,.37700793,.11064423,-.25323942,.32473335,.28776067,-.25323942
142,.3520202394844034,1.285466243329298,.6283375968297639,.3233905719199412,-.5989657296370464,-.8527826173391603,-.5330505546196064,2.680631389222889,.8028687920919984,.4323778864577611,1.868441678127711,1.023336249053352,-.5309092885115231,-.798054265789519,-.4470512495873481,3.032017952338061,.0308201524545856,.052153060304656,-.0069604232888432,-.4774677549772109,-.5621727954205477,-.8296888648200536,-.5483516030516382,1.088969770377251,1190.178124279599,.35669193,1.8263876,-.64400595,-1.091799,-.61111325,1.1847848,-1.0242883,-.61111325
143,.4348482965974505,2.409412955663301,.98775304636093,.2098242972323329,-2.043461044407687,-.7783196528921511,-.1600670219332819,2.72776896904083,.759425091063882,.1797435541024507,2.63356390175742,.9049258889984296,-2.305411986755204,-.8187100904246142,-.4108699848481117,3.055112749488323,1.063529727990163,.8248703702786082,1.197473714702272,-.5607682051594191,-1.228367614455856,-.6675881730016632,.4611275945966143,1.15231119659719,1089.053556344705,.91636914,2.0271552,-.39607537,-.50984561,-.51193708,1.5974878,-.53457862,-.51193708
211,-.7285469170406352,-.9184500839490851,-.8278303724333246,1.696055564944961,-.3317433117130648,-.2256203154294716,-.5330505546196064,-.5679470787145137,-.755497176531679,-.6242350370736595,-.9182118412776554,1.581026418728582,-.3651815366254791,-.22358024024613,-.4470512495873481,-.7538052879802691,-.6509885005363067,-.6886659012316737,-.5758865473436556,1.439212444943281,-.212100121361157,-.2071654653273372,-.5483516030516382,-.0678093265041412,344.7649888875894,1.915251,.026798638,-.65664071,-.7722981,-.77835488,1.0539747,-.84320843,-.77835488
212,-.7907486714945215,-.9218142864371951,-.8825108705517644,1.870523826811075,-.6000508968164331,-.9013313948811453,-.5330505546196064,-.9466787753832212,-.9173805303859834,-.7696750678719098,-1.072952699842687,1.363543543407326,-.695005742803355,-.8640395808956459,-.4470512495873481,-.7972372945613589,-.4678671818874064,-.5497295779428361,-.3670169951801678,1.9831791531022,-.3355361509427918,-.856526727703893,-.5483516030516382,-.784558727709082,156.9589996277355,2.1467369,-.18751451,-.62208021,-1.5183754,-1.5504489,1.0632946,-1.2630703,-1.5504489
213,-.2371447787401537,-.112816610693482,-.22579910880896,1.052387537786992,-.349246104323448,-.176963286396545,-.5278861672439495,-.0540960176350202,-.4362922905814752,-.3183140100060036,-.6853685202766291,1.017826599335715,.0491039158177281,-.0211725744256333,-.4437114405344955,-.5522362317962369,.2873218218076517,.022880504991949,.727283669155161,.8546747459736869,-.8283151956458682,-.3155084431815463,-.540796249389406,.6960719892363796,725.2435319388751,1.5550499,.65543312,-.8340295,-.78871101,-.16050611,1.199657,-.9575696,-.16050611
214,-.6206681717151172,-.284058229710189,-.615092715888252,2.002418347712619,-.2975220356613457,-.3436945719739291,-.5330505546196064,-.0162115794060423,-.610157118766063,-.5893832633602517,-.4177884447222701,1.575215415201342,-.0850778534262737,-.4561254214867765,-.4470512495873481,-.0582947062176358,-.3851362366142385,-.4631286320408222,.0083759450295834,2.002689497172536,-.5285373187561946,-.2009202684393704,-.5483516030516382,.0518438454687835,3412.829824327724,1.3879933,.24695429,-.49857295,-.73255408,-.83780742,.88730669,-.72648078,-.83780742
215,-.5499052000969479,-.6534054825209531,-.6484252643027096,3.014165226197147,-.7206594776111294,-.2919716555003491,-.5330505546196064,-.691255072978744,-.6530811771544661,-.5245176941433497,-.8494088360213126,2.326332901571088,-.2802936432970461,-.4257858252961703,-.4470512495873481,-.7062368998200279,-.3860991064479241,-.4053256796674298,-.1362868654375638,3.061214552895178,-1.17665488803732,-.1326712259226226,-.5483516030516382,-.3914050477232495,996.8532171676634,1.1567847,-1.5429318,-.25903341,-.7082234,-.58788812,-.20956692,-.57077253,-.58788812
216,-.4890625894511338,-.3996523434978594,-.5236472006399132,2.286363596914926,.0958226048095594,-.5939006070096122,-.5252800643553079,-.3381581731775782,-.5759736594227022,-.5128679100589313,-.5580871287928808,2.424027733667357,.065398232620962,-.6277596118153926,-.4470512495873481,-.5453010165274887,-.2137314956578868,-.260943973477205,-.0296306518894082,1.635229831455909,.1172000251537832,-.5063905965692052,-.5256155850865875,.1007091098316665,1898.007011916488,1.3374949,.58066392,.23631045,-.47690263,-.3187041,1.0410089,-.14197202,-.3187041
221,-.5753024562407493,-.6417671603999237,-.667420277697621,-1.312958524673775,-.4806825070838931,-.9013313948811453,.0543985093613547,.409709161523313,-.9547219068975924,-.8126753361568736,-1.072952699842687,-1.688819108729451,-.4716992276845733,-.8640395808956459,-.4470512495873481,-.7972372945613589,.1730574333837449,.1423305984392976,.1987861892204852,-.6298972094600062,-.3874737153022775,-.856526727703893,1.170491355106197,2.009856659267143,2085.715376751497,1.3533694,.30172464,.52316254,-.61810046,.24369776,.89824039,-.056022305,.24369776
222,3.435311704637166,1.150534446238613,3.261567885104731,.4583023325433598,-.7194192865489731,-.8268146665608892,3.872817425237602,-.0424201507788651,4.870532828913393,5.078361418883174,2.012374401767417,2.241620470734344,-.8438767528825428,-.7212516859118957,5.251497946842385,.4767682318172759,-1.259597588987064,-1.334064444509254,-.4801776320602984,-1.500922663647408,-.3874737153022775,-.856526727703893,-.5483516030516382,-.784558727709082,2326.236355142028,1.1007454,1.4040499,.031125629,-.93592495,-.30984586,1.3593839,-.53391677,-.30984586
223,2.623245200988332,.1983742177118905,2.3151692765465,-.0922246906457498,.3787698989903948,-.4542310249596082,1.523021169313757,-.2684848069299541,.8936762304270472,1.122336736666499,-.3422173336718731,-.8107421814024329,.3098735752311627,-.5070698434362705,1.072561869460581,-.7972372945613589,4.282515260710539,4.89447714292995,.8777500105012688,.6766409718210967,.391589750090008,-.3605630216105396,2.029912834185115,.6126489657790304,59.31344001181424,1.9223075,.47434378,-1.9273145,-1.9167937,-1.2253904,1.3006928,-2.2683856,-1.2253904
225,-.0317150823696929,.164768562587418,.0093981211500834,1.616802676993485,.1495825907039181,1.244750380742233,-.5330505546196064,-.6754011880019144,-.4618157369443551,-.2966721167373075,-.8780899355304701,2.425598493602862,.868139863028117,2.562869898714359,-.4470512495873481,-.7972372945613589,.9572475508919773,.5483392352501495,1.556713831782052,.4153333355648761,-.8860743331533404,-.1763479307758655,-.5483516030516382,-.225675650313837,194.8751762206666,.58007234,.19558081,.17330848,-.26428562,.060444124,.42095673,-.053685077,.060444131
226,.83506371142974,.374044668240337,.8172465226372305,.5759927761673422,.2475813860434504,-.5725746290474818,.2389010301968564,.0039984586174917,1.391644231418525,1.333869389782998,1.024456272401571,.9211600247825711,.4831428897399952,-.500840060462535,.3719639396121133,.249145911104293,-.6614012814006561,-.5376108352986334,-.672098072209,.088563297396171,-.1356111532016783,-.5917923228069519,-.1424500215251805,-.3560817017060608,2208.833271305775,1.0956275,1.0531036,-.12257329,-.47998616,-.29894462,1.1661435,-.35556677,-.29894462
